timestamp,time_seconds,status_code,error_reason
1619378952.074786,0.1287550926208496,200,
1619378953.2048554,0.12151265144348145,200,
1619378954.3277035,0.11872577667236328,200,
1619378955.4477115,0.12076306343078613,200,
1619378956.5697594,0.11427927017211914,200,
1619378957.6853266,0.12459945678710938,200,
1619378958.816153,0.12709379196166992,200,
1619378959.9444141,0.11943197250366211,200,
1619378961.0651305,0.11485791206359863,200,
1619378962.1812725,0.13213825225830078,200,
1619378963.3147,0.12861919403076172,200,
1619378964.444648,0.14721941947937012,200,
1619378965.5931518,1.1958763599395752,200,
1619378967.7903137,2.139270782470703,200,
1619378970.9308643,1.1859986782073975,200,
1619378973.1181493,1.356297492980957,200,
1619378975.4757845,2.2769455909729004,200,
1619378978.7540197,2.1691765785217285,200,
1619378981.9245355,1.179513692855835,200,
1619378984.1053345,0.10444521903991699,200,
1619378985.211067,0.10124015808105469,200,
1619378986.313592,0.10444188117980957,200,
1619378987.4193623,0.10534477233886719,200,
1619378988.5259938,0.11832022666931152,200,
1619378989.645638,0.10877752304077148,200,
1619378990.755697,0.1161491870880127,200,
1619378991.8731325,0.12183618545532227,200,
1619378992.996256,0.10515594482421875,200,
1619378994.1027472,0.10350155830383301,200,
1619378995.2075367,0.12845230102539062,200,
1619378996.337278,0.11359810829162598,200,
1619378997.4521606,0.10409903526306152,200,
1619378998.557553,0.13155078887939453,200,
1619378999.6903903,0.11304306983947754,200,
1619379000.8047187,0.11275124549865723,200,
1619379001.9187424,0.13959789276123047,200,
1619379003.0596278,0.10384869575500488,200,
1619379004.164751,0.12209439277648926,200,
1619379005.288114,0.10941052436828613,200,
1619379006.3987582,0.10486292839050293,200,
1619379007.504929,0.11360812187194824,200,
1619379008.6197984,1.0359883308410645,200,
1619379010.6570272,0.11604785919189453,200,
1619379011.7743983,0.10257744789123535,200,
1619379012.8782053,0.13544631004333496,200,
1619379014.0149944,0.10397720336914062,200,
1619379015.1202652,0.09654760360717773,200,
1619379016.218092,0.11927437782287598,200,
1619379017.3386412,0.10947990417480469,200,
1619379018.449376,0.10204577445983887,200,
1619379019.55271,0.10248970985412598,200,
1619379020.6564682,0.10086655616760254,200,
1619379021.7586296,0.1316535472869873,200,
