timestamp,time_seconds,status_code,error_reason
1619368875.4771338,0.19165301322937012,200,
1619368876.670086,0.18805241584777832,200,
1619368877.8594594,0.1717665195465088,200,
1619368879.0325058,0.1648411750793457,200,
1619368880.1987174,0.16356539726257324,200,
1619368881.3635683,0.16601777076721191,200,
1619368882.5309079,0.12323141098022461,200,
1619368883.655423,0.1381239891052246,200,
1619368884.7948306,0.12842345237731934,200,
1619368885.9245386,0.12258768081665039,200,
1619368887.0484118,0.11798667907714844,200,
1619368888.1677175,0.1324002742767334,200,
1619368889.3013947,0.12525391578674316,200,
1619368890.427927,0.12972784042358398,200,
1619368891.5589383,0.12681126594543457,200,
1619368892.6870303,0.12175750732421875,200,
1619368893.8100734,0.1286756992340088,200,
1619368894.9400473,0.15795516967773438,200,
1619368896.0992868,0.12804532051086426,200,
1619368897.228608,0.1307833194732666,200,
1619368898.3606715,0.14056992530822754,200,
1619368899.502528,0.12165117263793945,200,
1619368900.625458,0.15546345710754395,200,
1619368901.7822037,31.589863061904907,200,
1619368934.3733525,0.1597285270690918,200,
1619368935.5343642,0.12549471855163574,200,
1619368936.661138,0.12416958808898926,200,
1619368937.7865891,0.16914916038513184,200,
1619368938.9570217,0.19468259811401367,200,
