timestamp,time_seconds,status_code,error_reason
1619397936.506856,0.1611776351928711,200,
1619397937.6693332,0.13005757331848145,200,
1619397938.8006687,0.1314225196838379,200,
1619397939.9333558,0.13268184661865234,200,
1619397941.067317,0.12141609191894531,200,
1619397942.1900098,0.11516213417053223,200,
1619397943.3064504,0.12577390670776367,200,
1619397944.433506,0.12753748893737793,200,
1619397945.5623171,0.11482477188110352,200,
1619397946.678428,1.171332836151123,200,
1619397948.8510807,4.421662092208862,200,
1619397954.274017,3.5948617458343506,200,
1619397958.8701584,0.46262431144714355,200,
1619397960.334056,0.3100903034210205,200,
1619397961.6454272,0.1456925868988037,200,
1619397962.7924428,0.11058449745178223,200,
1619397963.904298,0.15028667449951172,200,
1619397965.0558636,2.3410236835479736,200,
1619397968.3981643,0.1340174674987793,200,
1619397969.533456,0.10348749160766602,200,
1619397970.6382265,0.10835957527160645,200,
1619397971.7478712,0.12374758720397949,200,
1619397972.8728948,0.1226658821105957,200,
1619397973.996868,0.138077974319458,200,
1619397975.1362247,0.12466573715209961,200,
1619397976.2621682,0.12702465057373047,200,
1619397977.3904717,0.12386155128479004,200,
1619397978.515616,0.13287591934204102,200,
1619397979.6498072,0.13197779655456543,200,
1619397980.7830641,0.1255321502685547,200,
1619397981.909863,0.620915412902832,200,
1619397983.5321097,0.142333984375,200,
1619397984.6757667,0.1422262191772461,200,
1619397985.8192768,0.13175725936889648,200,
1619397986.952317,0.11937427520751953,200,
1619397988.0729525,0.1320786476135254,200,
1619397989.2063162,0.1336650848388672,200,
1619397990.3412597,0.1219320297241211,200,
1619397991.4645078,0.11640024185180664,200,
1619397992.5821815,0.12902331352233887,200,
1619397993.7125354,0.11678910255432129,200,
1619397994.8306088,0.1396780014038086,200,
1619397995.9716074,0.11725783348083496,200,
1619397997.0901408,0.1543409824371338,200,
1619397998.2457597,0.12560772895812988,200,
1619397999.3726447,0.12395215034484863,200,
1619398000.497878,0.13274717330932617,200,
1619398001.631906,0.14801812171936035,200,
1619398002.7812119,0.11565542221069336,200,
1619398003.8981435,0.12070775032043457,200,
1619398005.0201323,0.13955259323120117,200,
1619398006.1609728,0.3238356113433838,200,
1619398007.4860814,0.9111111164093018,200,
1619398009.3984718,0.13850665092468262,200,
1619398010.5382597,0.13372588157653809,200,
1619398011.6732965,0.1266641616821289,200,
1619398012.8012364,0.13379359245300293,200,
